query,region,correct,wrong,F1_correct,F1_wrong,IoU_correct,IoU_wrong,building_prob_correct,building_prob_wrong,building_recall_correct,building_recall_wrong,F1_wrong_minus_correct,mean_wrong_minus_correct,mean_absolute_probability_difference,foreground_ratio_difference@0.5,spatial_binary_disagreement@0.5
Q-outskirts-2-1m,outskirts,P3-1m,W-vegetation-1m,0.0,0.0,0.0,0.0,0.06249798461794853,0.14684192836284637,0.0,0.0,0.0,0.4024863541126251,0.4024902582168579,0.4397926330566406,0.4397926330566406
Q-outskirts-2-1m,outskirts,P3-1m,W-field-1m,0.0,0.0,0.0,0.0,0.06249798461794853,0.07127449661493301,0.0,0.0,0.0,0.33077096939086914,0.3307822048664093,0.3403587341308594,0.3403587341308594
Q-outskirts-2-1.5m,outskirts,P1-1.5m,W-vegetation-1.5m,0.0,0.0,0.0,0.0,0.07785817980766296,0.16929331421852112,0.0,0.0,0.0,0.4322553277015686,0.43249404430389404,0.4626655578613281,0.4626655578613281
Q-outskirts-2-1.5m,outskirts,P1-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.07785817980766296,0.05991064012050629,0.0,0.0,0.0,0.3390927314758301,0.33944177627563477,0.307342529296875,0.307342529296875
Q-outskirts-2-1.5m,outskirts,P2-1.5m,W-vegetation-1.5m,0.0,0.0,0.0,0.0,0.0824834331870079,0.16929331421852112,0.0,0.0,0.0,0.32350438833236694,0.3238539397716522,0.4623832702636719,0.4629173278808594
Q-outskirts-2-1.5m,outskirts,P2-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.0824834331870079,0.05991064012050629,0.0,0.0,0.0,0.23034176230430603,0.2319406419992447,0.30706024169921875,0.30762481689453125
Q-outskirts-2-1.5m,outskirts,P3-1.5m,W-vegetation-1.5m,0.0,0.0,0.0,0.0,0.03565869852900505,0.16929331421852112,0.0,0.0,0.0,0.39569658041000366,0.4033057391643524,0.4626655578613281,0.4626655578613281
Q-outskirts-2-1.5m,outskirts,P3-1.5m,W-field-1.5m,0.0,0.0,0.0,0.0,0.03565869852900505,0.05991064012050629,0.0,0.0,0.0,0.30253392457962036,0.30956095457077026,0.307342529296875,0.307342529296875
Q-outskirts-2-2m,outskirts,P1-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.00616459408774972,0.081527478992939,0.0,0.0,0.0,0.3481486439704895,0.3538844585418701,0.334075927734375,0.334075927734375
Q-outskirts-2-2m,outskirts,P1-2m,W-field-2m,0.0,0.0,0.0,0.0,0.00616459408774972,0.042262595146894455,0.0,0.0,0.0,0.28238070011138916,0.28759363293647766,0.22251129150390625,0.22251129150390625
Q-outskirts-2-2m,outskirts,P2-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.005959802772849798,0.081527478992939,0.0,0.0,0.0,0.34888404607772827,0.3488848805427551,0.334075927734375,0.334075927734375
Q-outskirts-2-2m,outskirts,P2-2m,W-field-2m,0.0,0.0,0.0,0.0,0.005959802772849798,0.042262595146894455,0.0,0.0,0.0,0.28311610221862793,0.28311771154403687,0.22251129150390625,0.22251129150390625
Q-outskirts-2-2m,outskirts,P3-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.009272437542676926,0.081527478992939,0.0,0.0,0.0,0.31342172622680664,0.326691210269928,0.334075927734375,0.334075927734375
Q-outskirts-2-2m,outskirts,P3-2m,W-field-2m,0.0,0.0,0.0,0.0,0.009272437542676926,0.042262595146894455,0.0,0.0,0.0,0.2476538121700287,0.26035234332084656,0.22251129150390625,0.22251129150390625
Q-outskirts-2-3m,outskirts,P1-3m,W-vegetation-3m,0.07075008188666886,0.0,0.0366723259762309,0.0,0.2451130598783493,0.005546261090785265,0.22736842105263158,0.0,-0.07075008188666886,-0.02739829197525978,0.04697650671005249,-0.009834439612420844,0.009834439612420844
Q-outskirts-2-3m,outskirts,P1-3m,W-field-3m,0.07075008188666886,0.0,0.0366723259762309,0.0,0.2451130598783493,0.015714850276708603,0.22736842105263158,0.0,-0.07075008188666886,0.13090462982654572,0.1709548979997635,0.03398947127489128,0.053658350499732964
Q-outskirts-2-3m,outskirts,P2-3m,W-vegetation-3m,0.0,0.0,0.0,0.0,0.0020388246048241854,0.005546261090785265,0.0,0.0,0.0,0.025817740708589554,0.025830943137407303,0.0,0.0
Q-outskirts-2-3m,outskirts,P2-3m,W-field-3m,0.0,0.0,0.0,0.0,0.0020388246048241854,0.015714850276708603,0.0,0.0,0.0,0.18412066996097565,0.18414148688316345,0.04382391088731212,0.04382391088731212
